113.4497798,375.531814
124.5549004,382.8743354
116.4306695,373.4586486
126.2615822,381.3481713
128.2103961,380.0872352
128.4604875,380.0915504
126.5496241,381.0654395
128.1917574,380.0888307
129.6653584,380.8185395
111.8115517,376.5075439
115.8420975,373.5358324
118.3042962,375.0343046
120.6925444,379.745126
122.2224021,382.2809492
121.7495328,381.6445484
114.8736131,374.1411727
127.3600833,380.404326
114.892515,374.1250425
131.9484535,384.8187389
124.8472824,382.6791341
113.7171524,375.2698296
110.4980627,375.9456418
118.0641345,374.6825538
122.17052,382.2190007
118.3091996,375.0418819
117.1523798,373.7346153
123.3727464,383.1047828
127.3145744,380.4338463
127.8545526,380.1614523
118.2273772,374.9174675
120.0934155,378.4966316
129.7757949,380.9434537
121.3520853,380.9961847
130.3836951,381.7887001
121.8473984,381.7890662
121.6535344,381.496717
130.7657615,382.4396967
121.4536176,381.1706281
120.0585582,378.4226638
120.1466063,378.6094031
126.1084872,381.5028777
111.9083125,376.4948634
111.6390623,376.5126531
118.4087431,375.1989735
120.5420812,379.4379471
119.8788381,378.0412093
110.5847627,376.0259271
111.0390601,376.3469196
120.0597769,378.4252505
118.0264588,374.6309415
